offer_id,title,job,city_id,company_id,date_id,source,contract_time,category,salary_min,salary_max,salary_avg,has_salary
255,Software Development Engineer - 2026,Informatiker/in,2,134,20260723,Bundesagentur,,,,,,False
256,Fullstack Software Engineer Tech & AI,IT-Lösungsentwickler/in,2,131,20260730,Bundesagentur,,,,,,False
257,Full Stack Software Engineer,Bachelor Professional - IT (Softwareentwicklung),2,22,20260723,Bundesagentur,,,,,,False
258,DevOps Engineer im Cloud Umfeld,DevOps Engineer,2,3,20250613,Bundesagentur,,,,,,False
259,Senior Software Engineer (AppGlass) (m/f/d),Softwareentwickler/in,2,4,20260708,Bundesagentur,,,,,,False
260,Software Engineer,Anwendungsprogrammierer/in,6,135,20260708,Bundesagentur,,,,,,False
261,Software Engineer,Softwareentwickler/in,13,36,20260803,Bundesagentur,,,,,,False
262,Software Engineer,Softwareentwickler/in,13,136,20260731,Bundesagentur,,,,,,False
263,Software Engineer* für Datenprojekte,Data Engineer,6,64,20250522,Bundesagentur,,,,,,False
264,Senior Software Engineer,Softwareentwickler/in,6,128,20260626,Bundesagentur,,,,,,False
265,Software Engineer,Informatiker/in,13,137,20260710,Bundesagentur,,,,,,False
266,Software Engineer Schwerpunkt Testautomatisierung,Softwareentwickler/in,6,138,20250219,Bundesagentur,,,,,,False
267,Software Engineer (w/d/m) Schwerpunkt Entwicklungs-Workflows,Data Engineer,6,139,20260617,Bundesagentur,,,,,,False
268,Software-Engineer (Angular),Bachelor Professional - IT (Softwareentwicklung),6,140,20260710,Bundesagentur,,,,,,False
269,Matlab Software Engineer,Softwareentwickler/in,13,33,20260714,Bundesagentur,,,,,,False
270,Senior Software Engineer Defense,Anwendungsprogrammierer/in,6,135,20260708,Bundesagentur,,,,,,False
271,Software Engineer - Input Management,Anwendungsprogrammierer/in,6,141,20260703,Bundesagentur,,,,,,False
272,Senior Inhouse Java Software Engineer,Software-Architect,6,29,20260519,Bundesagentur,,,,,,False
273,Agentic Software Engineer (gn),Softwareentwickler/in,6,142,20260709,Bundesagentur,,,,,,False
274,Software Engineer Full Stack,Informatiker/in,6,119,20260803,Bundesagentur,,,,,,False
275,Research Software Engineer Leistungsoptimierung von HPC-Codes,Data Engineer,6,139,20260727,Bundesagentur,,,,,,False
276,Software Engineer C++ & Architektur,Softwareentwickler/in,13,37,20260731,Bundesagentur,,,,,,False
277,AI Software Engineer and Consultant (w/d/m),Anwendungsprogrammierer/in,6,143,20260728,Bundesagentur,,,,,,False
278,(Senior) Software Engineer Financial Services,Softwareentwickler/in,6,128,20260707,Bundesagentur,,,,,,False
279,Senior Software Engineer Microservices,Softwareentwickler/in,6,119,20260715,Bundesagentur,,,,,,False
280,DevOps Engineer im Cloud Umfeld,DevOps Engineer,6,3,20250613,Bundesagentur,,,,,,False
281,Software Engineer (gn) C++,Softwareentwickler/in,13,144,20260705,Bundesagentur,,,,,,False
282,Embedded Software Test Engineer,Testingenieur/in,6,145,20260712,Bundesagentur,,,,,,False
283,AI Engineer / Software Engineer (all genders),IT-Systemadministrator/in,6,146,20260703,Bundesagentur,,,,,,False
284,B122-C01 Software Engineer / Cloud Backend Developer,Softwareentwickler/in,6,129,20260728,Bundesagentur,,,,,,False
285,Software Engineer,Anwendungsprogrammierer/in,5,135,20260708,Bundesagentur,,,,,,False
286,Senior Software Engineer,Softwareentwickler/in,5,58,20260722,Bundesagentur,,,,,,False
287,Senior Software Engineer,Softwareentwickler/in,5,128,20260626,Bundesagentur,,,,,,False
288,Senior Software Engineer,Ingenieur/in - Elektrotechnik,5,147,20260721,Bundesagentur,,,,,,False
289,Software Engineer (m/f/d),Anwendungsprogrammierer/in,5,148,20260703,Bundesagentur,,,,,,False
290,Software Engineer Full Stack,Informatiker/in,5,119,20260803,Bundesagentur,,,,,,False
291,Azure Software Engineer,IT-Systemadministrator/in,5,149,20260703,Bundesagentur,,,,,,False
292,Software Quality Engineer,Qualitätsingenieur/in,5,150,20260727,Bundesagentur,,,,,,False
293,Senior Software Engineer Microservices,Softwareentwickler/in,5,119,20260715,Bundesagentur,,,,,,False
294,Senior Software Engineer Defense,Anwendungsprogrammierer/in,5,135,20260708,Bundesagentur,,,,,,False
295,DevOps Engineer im Cloud Umfeld,DevOps Engineer,5,3,20250613,Bundesagentur,,,,,,False
296,Software Engineer CM500,Internettechnologe/-technologin,5,6,20260326,Bundesagentur,,,,,,False
297,(Senior) Software Engineer Financial Services,Softwareentwickler/in,5,128,20260707,Bundesagentur,,,,,,False
298,Senior Expert IT Software Engineer,Softwareentwickler/in,5,151,20260701,Bundesagentur,,,,,,False
299,AI Software Engineer and Consultant (w/d/m),Anwendungsprogrammierer/in,5,143,20260728,Bundesagentur,,,,,,False
300,Software Quality Assurance / QA Engineer,Informatiker/in,5,152,20260717,Bundesagentur,,,,,,False
301,AI Engineer / Software Engineer (all genders),IT-Systemadministrator/in,5,146,20260703,Bundesagentur,,,,,,False
302,B106-C02 Support Engineer,Serviceingenieur/in,5,129,20260730,Bundesagentur,,,,,,False
303,Senior Software Engineer – Hybrid in Frankfurt / Rhein-Main,Software-Architect,11,153,20260430,Bundesagentur,,,,,,False
304,Software Test Engineer / Testspezialist für digitale Online-Services,Informatiker/in,5,41,20260504,Bundesagentur,,,,,,False
305,DevOps Engineer,DevOps Engineer,5,154,20250812,Bundesagentur,,,,,,False
306,Project Engineer PSIM,Projektingenieur/in,5,152,20260106,Bundesagentur,,,,,,False
307,Cisco System Engineer/Netzwerkadministrator - Firewall-Spezialist,Netzwerkadministrator/in,5,3,20250613,Bundesagentur,,,,,,False
308,Data Analyst,,2,155,20260522,Adzuna,full_time,"Stellen aus PR, Werbung & Marketing",,,,False
309,Data Analyst / Data Engineer,,2,156,20260716,Adzuna,full_time,Unknown,,,,False
310,Junior Data Analyst - Consumer Marketing,,2,157,20250118,Adzuna,full_time,Beraterstellen,,,,False
311,Data Analyst ( M/F/D ),,2,158,20260423,Adzuna,full_time,Unknown,,,,False
312,Data Analyst – Fraud & Financial Crime,,2,159,20260724,Adzuna,Not provided,Stellen aus Buchhaltung & Finanzwesen,,,,False
313,Data Analyst,,2,160,20260702,Adzuna,Not provided,IT-Stellen,,,,False
314,Data Analyst,,2,161,20260717,Adzuna,Not provided,Unknown,,,,False
315,Senior Data Analyst (m/f/d),,2,162,20260722,Adzuna,Not provided,Unknown,,,,False
316,Finance Data Analyst,,2,163,20260726,Adzuna,full_time,Stellen aus Buchhaltung & Finanzwesen,,,,False
317,Senior Marketing Data Analyst (all genders),,2,164,20260604,Adzuna,full_time,"Stellen aus PR, Werbung & Marketing",,,,False
318,(Junior) Finance Data Analyst (all genders),,2,165,20260717,Adzuna,full_time,Unknown,45000.0,55000.0,50000.0,True
319,NGS Data Analyst for Molecular Oncology,,2,166,20260716,Adzuna,full_time,Unknown,,,,False
320,Data Analyst - Marketing,,2,167,20260801,Adzuna,full_time,"Stellen aus PR, Werbung & Marketing",,,,False
321,Senior Data Analyst (m/f/d) - Berlin,,2,168,20260726,Adzuna,Not provided,IT-Stellen,,,,False
322,Data Scientist / Data Analyst,,2,169,20260313,Adzuna,full_time,Unknown,,,,False
323,Werkstudent | Working Student Data Analyst,,2,170,20260514,Adzuna,part_time,Unknown,,,,False
324,Senior Data Analyst (AI-Enabled Analytics) (all genders),,2,171,20260606,Adzuna,full_time,"Stellen aus PR, Werbung & Marketing",,,,False
325,Senior Data Analyst / Analytics Engineer,,2,172,20260612,Adzuna,full_time,"Stellen aus PR, Werbung & Marketing",70000.0,100000.0,85000.0,True
326,Werkstudent Data Analyst - Reporting Services / Data Engineering & Intelligence,,2,173,20260620,Adzuna,full_time,Unknown,,,,False
327,Data Quality Analyst Assistant,,2,174,20260724,Adzuna,full_time,IT-Stellen,,,,False
328,Digitales Marketing und E-Commerce,,2,175,20260721,Adzuna,Not provided,Teilzeitstellen,,,,False
329,"FinOps Data Analyst & Consultant - Business Analysis, Datenbankentwicklung/BI, Ingenieur",,2,176,20260802,Adzuna,Not provided,Stellen für Hochschulabsolventen,,,,False
330,Data Operations Analyst (m/f/d),,2,177,20260709,Adzuna,full_time,Unknown,,,,False
331,(Senior) Data / Product Analyst (all identities),,2,178,20260801,Adzuna,full_time,Unknown,60000.0,70000.0,65000.0,True
332,Data & Platform Analyst,,2,179,20260709,Adzuna,full_time,Unknown,,,,False
333,Finance Data & AI Analyst Internship,,2,167,20260621,Adzuna,Not provided,IT-Stellen,,,,False
334,"Data Management & AI Analyst im Gesundheitswesen Data Management, 100% Remote & Digital (Weiterbildung)",,2,180,20260716,Adzuna,full_time,Unknown,,,,False
335,"Data Analytics, Data Science & AI Weiterbildung mit IHK-Abschluss | 100 % Remote",,2,180,20260716,Adzuna,full_time,Unknown,,,,False
336,Refugees from Ukraine seeking work Data & Analytics,,2,181,20230307,Adzuna,Not provided,Unknown,,,,False
337,Software Engineer – Data Processing & Backend,,2,182,20260512,Adzuna,full_time,IT-Stellen,,,,False
338,Data Platform Engineer (Mid-Level) (m/f/d),,2,162,20260610,Adzuna,Not provided,Unknown,,,,False
339,Data Engineering Consultant (w/m/x) - Germany,,2,183,20260703,Adzuna,Not provided,Unknown,,,,False
340,"Cloud Engineer || Data & AI - System Engineering / Admin, Ingenieur",,2,176,20260802,Adzuna,Not provided,Stellen für Hochschulabsolventen,,,,False
341,Head of Pricing (m/f/x),,2,184,20260725,Adzuna,Not provided,Unknown,,,,False
342,Interim Data Scientist Churn Prediction,,2,185,20260801,Adzuna,Not provided,Unknown,,,,False
343,Kaufmann für Digitalisierungsmanagement 2027,,2,69,20260628,Adzuna,Not provided,Stellen aus Personal & Personalbeschaffung,,,,False
344,TaxTech und FinTech Product Owner,,2,186,20260801,Adzuna,full_time,Unknown,,,,False
345,Senior Analytics Engineer - Growth (m/f/d),,2,187,20260716,Adzuna,full_time,Unknown,,,,False
346,Assistenz der Geschäftsführung,,2,188,20260522,Adzuna,full_time,Unknown,,,,False
347,Ad Creative Strategist (Freelance),,2,189,20260716,Adzuna,Not provided,Unknown,,,,False
348,"Data Science & Business Analytics, praxisnah lernen, 100 % Remote (Weiterbildung)",,2,180,20260716,Adzuna,full_time,Unknown,,,,False
349,Analytics Engineer,,2,190,20260705,Adzuna,full_time,"Stellen aus PR, Werbung & Marketing",70000.0,140000.0,105000.0,True
350,Senior Data Analyst - Germany,,8,191,20260531,Adzuna,full_time,Unknown,,,,False
351,Data Analyst Data Insights (m/f/d),,8,192,20260719,Adzuna,full_time,Unknown,,,,False
352,Data Analyst,,8,193,20260225,Adzuna,full_time,Unknown,,,,False
353,Data Analyst (befristet) - all genders,,8,194,20260721,Adzuna,full_time,Unknown,,,,False
354,Senior Data Analyst (m/f/d),,8,162,20260722,Adzuna,Not provided,Unknown,,,,False
355,(Senior) Data Analyst (m/f/d),,8,195,20260512,Adzuna,full_time,Beraterstellen,,,,False
356,Senior Energy Data Analyst (d/f/m),,8,196,20260513,Adzuna,full_time,Unknown,85000.0,110000.0,97500.0,True
357,Junior Data Analyst Migration,,8,197,20260620,Adzuna,full_time,Unknown,42000.0,50000.0,46000.0,True
358,Werkstudent Data Analyst - Internet,,8,198,20260728,Adzuna,part_time,Unknown,,,,False
359,Data Analyst Materials Science bei Airbus,,8,199,20260410,Adzuna,Not provided,Unknown,,,,False
360,(Senior) Data Analyst/in SAS in München,,8,200,20260227,Adzuna,full_time,IT-Stellen,60000.0,89961.0,74980.5,True
361,Senior Data Analyst - Bereich Marketing,,8,201,20260408,Adzuna,full_time,Unknown,,,,False
362,(Senior) Data Analyst (all genders) Marketing Science & Analytics,,8,202,20260717,Adzuna,full_time,"Stellen aus PR, Werbung & Marketing",,,,False
363,Data Analyst - Automotive (M/W/D) - VISPIRON SYSTEMS,,8,203,20260717,Adzuna,Not provided,IT-Stellen,,,,False
364,Data Analyst – Industrial & Automotive Consulting,,8,204,20260512,Adzuna,full_time,Beraterstellen,,,,False
365,Data Analyst / Business Intelligence Analyst,,8,205,20260512,Adzuna,full_time,Unknown,,,,False
366,Data Analyst Öffentlicher Dienst (1000€ Unterschriftsprämie),,8,206,20260512,Adzuna,full_time,Unknown,,,,False
367,Senior DATA ANALYST (M/W/D) - Base Camp Management Consulting GmbH,,8,207,20260801,Adzuna,full_time,Unknown,,,,False
368,"FinOps Data Analyst & Consultant - Business Analysis, Datenbankentwicklung/BI, Ingenieur",,8,176,20260802,Adzuna,Not provided,Stellen für Hochschulabsolventen,,,,False
369,Data Engineer / Analyst (m/f/d),,8,208,20260722,Adzuna,Not provided,Stellen aus Buchhaltung & Finanzwesen,,,,False
370,Senior DevOps Engineer,,8,209,20260601,Adzuna,Not provided,IT-Stellen,,,,False
371,"Finance, Data & Automation Analyst",,8,210,20260220,Adzuna,full_time,Unknown,,,,False
372,"(Junior) Data & AI Analyst - Business Analysis, Ingenieur",,8,176,20260802,Adzuna,Not provided,Stellen für Hochschulabsolventen,,,,False
373,Projektmanager – Data Analytics / Data Science,,8,211,20260626,Adzuna,full_time,"Stellen aus PR, Werbung & Marketing",,,,False
374,Projektmanager Data analytics / Data science (all gender),,8,212,20260717,Adzuna,Not provided,Beraterstellen,70000.0,80000.0,75000.0,True
375,Data Engineering Consultant (w/m/x) - Germany,,8,183,20260703,Adzuna,Not provided,Unknown,,,,False
376,Staff Analytics Engineer (1 Year Fixed-Term Contract),,8,213,20260619,Adzuna,Not provided,Technikerstellen,,,,False
377,IT-Consultant HR IT,,8,214,20260730,Adzuna,full_time,Unknown,,,,False
378,IT-Consultant HR IT in München,,8,215,20260730,Adzuna,full_time,IT-Stellen,,,,False
379,"Cloud Engineer || Data & AI - System Engineering / Admin, Ingenieur",,8,176,20260802,Adzuna,Not provided,Stellen für Hochschulabsolventen,,,,False
380,(Junior) SEO Consultant,,8,216,20260708,Adzuna,full_time,Unknown,,,,False
381,Data Engineer - Automotive (M/W/D) - VISPIRON SYSTEMS,,8,203,20260723,Adzuna,Not provided,IT-Stellen,,,,False
382,"IT Architekt und Consultant für Datenmanagement (w|m|d) - Projektmanagement, Business Analysis, Datenbankentwicklung/BI, Ingenieur",,8,217,20260730,Adzuna,Not provided,Stellen für Hochschulabsolventen,,,,False
383,"Upskilling als Controller: Daten Management mit KI, Azure & Power BI – für den schnellen Wiedereinstieg",,8,218,20260720,Adzuna,full_time,Unknown,,,,False
384,Specialist Performance Marketing & SEA,,8,219,20260801,Adzuna,part_time,Unknown,,,,False
385,(Junior) Commercial Operations Manager,,8,220,20260711,Adzuna,full_time,Unknown,,,,False
386,Data Scientist and Process Mining Architect,,8,221,20260512,Adzuna,full_time,Unknown,,,,False
387,Sales Operations Manager / Specialist,,8,222,20260716,Adzuna,full_time,Unknown,,,,False
388,(Junior) Commercial Operations Manager - Peter Park System,,8,223,20260802,Adzuna,full_time,Unknown,,,,False
389,Senior Data Engineer,,8,224,20260716,Adzuna,full_time,Unknown,,,,False
390,(Junior) Commercial Operations Manager,,8,222,20260722,Adzuna,full_time,Unknown,,,,False
391,Senior Analytics & BI Developer (m/f/d),,8,225,20260714,Adzuna,full_time,Unknown,,,,False
392,Data Engineer,,8,226,20260429,Adzuna,full_time,Unknown,54000.0,67000.0,60500.0,True
393,"Analytical Consultant, Digital First",,8,227,20260717,Adzuna,Not provided,Beraterstellen,,,,False
394,(Junior) Commercial Operations Manager,,8,228,20260716,Adzuna,full_time,Unknown,,,,False
395,Senior Business Analyst - ALL IN GROUP GmbH (myposter),,8,229,20260802,Adzuna,full_time,Unknown,,,,False
396,Data Analyst als Senior Consultant SAP Analytics Cloud & Power BI,,6,230,20260108,Adzuna,full_time,Unknown,,,,False
397,Fraud & Asset Risk Strategy Manager,,6,231,20260725,Adzuna,Not provided,Unknown,,,,False
398,Data Analyst (all genders),,6,232,20260717,Adzuna,full_time,Unknown,,,,False
399,Senior Data Analyst - Hamburg,,6,168,20260726,Adzuna,Not provided,IT-Stellen,,,,False
400,Freelance Data Analyst (all genders),,6,233,20260801,Adzuna,Not provided,Beraterstellen,,,,False
401,Data Analyst,,6,234,20260707,Adzuna,full_time,Stellen aus Buchhaltung & Finanzwesen,115000.0,115000.0,115000.0,True
402,Data Analyst,,6,235,20260410,Adzuna,Not provided,Unknown,,,,False
403,Senior Business & Data Analyst,,6,236,20260703,Adzuna,full_time,Unknown,,,,False
404,Senior Data Analyst - Product (f/m/x),,6,237,20260512,Adzuna,full_time,Unknown,,,,False
405,Senior Data Analyst - Strategy & Insights (f/m/x),,6,238,20260716,Adzuna,full_time,Unknown,,,,False
406,Senior Data Analyst - Strategy & Insights (f/m/x),,6,237,20260618,Adzuna,full_time,Unknown,,,,False
407,Data Analyst – Reporting & Power BI,,6,239,20250731,Adzuna,full_time,Unknown,,,,False
408,Working Student Energy Data Analyst,,6,240,20260529,Adzuna,part_time,Stellen aus Logistik & Lagerhaltung,,,,False
409,Data Analyst Controlling mit Schwerpunkt Reporting und Automatisierung,,6,241,20260722,Adzuna,full_time,Unknown,,,,False
410,"Data Analyst - The Data School Deutschland, Hamburg",,6,242,20260717,Adzuna,Not provided,Unknown,39000.0,44000.0,41500.0,True
411,"(Junior) Data Analyst Campaigning - Business Analysis, Datenbankentwicklung/BI, Ingenieur",,6,26,20260730,Adzuna,Not provided,Stellen für Hochschulabsolventen,,,,False
412,Data Analyst Consultant - Quereinsteiger willkommen! DSDE 14 - 01. März 2027,,6,243,20260617,Adzuna,Not provided,Lehrberufe,,,,False
413,Werkstudent Data Engineer / Analyst,,6,244,20260714,Adzuna,Not provided,Stellen für Hochschulabsolventen,,,,False
414,(Senior) Data / BI Analyst - Operations,,6,245,20260714,Adzuna,full_time,Unknown,,,,False
415,IT Admin,,6,246,20240730,Adzuna,part_time,Unknown,,,,False
416,Analyst Data & Research bei Airbus,,6,199,20260728,Adzuna,Not provided,Unknown,,,,False
417,Data Engineer,,6,185,20260721,Adzuna,full_time,Unknown,,,,False
418,"Data Engineer Campaign & Analytics - Business Analysis, Datenbankentwicklung/BI, Ingenieur",,6,26,20260731,Adzuna,Not provided,Stellen für Hochschulabsolventen,,,,False
419,Werkstudentin/Werkstudent Microsoft Data Analytics & AI (DA&AI),,6,247,20260803,Adzuna,part_time,Unknown,,,,False
420,Senior Data Engineer - Data Analytics Plattform (a*),,6,248,20260716,Adzuna,full_time,Unknown,,,,False
421,Professional Data Engineer,,6,249,20260520,Adzuna,full_time,Unknown,,,,False
422,Analytics Engineer (all genders),,6,250,20260731,Adzuna,full_time,Unknown,,,,False
423,Analytics Engineer (all genders),,6,251,20260731,Adzuna,Not provided,Unknown,,,,False
424,"IT Architekt und Consultant für Datenmanagement (w|m|d) - Projektmanagement, Business Analysis, Datenbankentwicklung/BI, Ingenieur",,6,217,20260730,Adzuna,Not provided,Stellen für Hochschulabsolventen,,,,False
425,Data Engineer (all genders),,6,232,20260717,Adzuna,full_time,Unknown,,,,False
426,Head of Product E-Commerce / Product Lead,,6,252,20260613,Adzuna,full_time,Stellen aus Logistik & Lagerhaltung,,,,False
427,Stellenangebot Werkstudent*in (gn) Data Analytics,,6,253,20260606,Adzuna,part_time,"Stellen aus PR, Werbung & Marketing",,,,False
428,Bachelor thesis in the field of SAP ERP & Data Analytics (d/f/m),,6,254,20260723,Adzuna,Not provided,Unknown,,,,False
429,Bachelor thesis in the field of SAP ERP & Data Analytics (d/f/m),,6,255,20260723,Adzuna,full_time,"Stellen aus PR, Werbung & Marketing",,,,False
430,Senior Data Engineer,,6,256,20260724,Adzuna,full_time,Unknown,,,,False
431,Senior Quant Trading Analyst (f/m/x),,6,257,20260724,Adzuna,Not provided,Stellen aus Buchhaltung & Finanzwesen,,,,False
432,Snowflake Data Engineer (all genders),,6,258,20260716,Adzuna,full_time,Unknown,,,,False
433,"Analytical Consultant, Digital First",,6,227,20260716,Adzuna,Not provided,Unknown,,,,False
434,Data Engineer Wind Energy (m/f/d),,6,259,20260521,Adzuna,Not provided,Technikerstellen,,,,False
435,Business Analyst (Automation & Reporting),,6,260,20260719,Adzuna,full_time,Unknown,,,,False
436,Senior Manager - MDM Technology & Governance (m/f/d),,6,261,20260716,Adzuna,full_time,Unknown,,,,False
437,Team Lead Marketing Analytics,,6,262,20260524,Adzuna,full_time,"Stellen aus PR, Werbung & Marketing",,,,False
438,Senior Head of Product,,6,263,20241108,Adzuna,full_time,Unknown,,,,False
439,Data Analysts im Bereich Finanzaufsicht,,5,55,20260801,Adzuna,Not provided,Unknown,,,,False
440,Zwei Data Analysts im Bereich Finanzaufsicht,,5,55,20260721,Adzuna,Not provided,Unknown,,,,False
441,Data Analyst als Senior Consultant SAP Analytics Cloud & Power BI,,5,230,20260108,Adzuna,full_time,Unknown,,,,False
442,HR Data Analyst*in (befristet),,5,264,20260721,Adzuna,Not provided,Unknown,,,,False
443,(Senior) Data Analyst - Finance,,5,265,20260606,Adzuna,full_time,Stellen aus Buchhaltung & Finanzwesen,,,,False
444,Senior Data Analyst,,5,234,20260801,Adzuna,full_time,IT-Stellen,60000.0,90000.0,75000.0,True
445,Werkstudent Data Analyst,,5,266,20260716,Adzuna,Not provided,Unknown,,,,False
446,Senior Retail Data Analyst,,5,234,20260729,Adzuna,full_time,IT-Stellen,60000.0,85000.0,72500.0,True
447,Lead Data Analyst bis 100.000 €,,5,234,20260729,Adzuna,full_time,IT-Stellen,80000.0,100000.0,90000.0,True
448,"Business & Data Analyst in Sales, Marketing und Distribution Controlling",,5,267,20260716,Adzuna,Not provided,Unknown,,,,False
449,"Data Analyst | Facility Management m/w/d - Business Analysis, Datenbankentwicklung/BI, Ingenieur",,5,268,20260728,Adzuna,Not provided,Stellen für Hochschulabsolventen,,,,False
450,"IT Architekt und Consultant für Datenmanagement (w|m|d) - Projektmanagement, Business Analysis, Datenbankentwicklung/BI, Ingenieur",,5,217,20260730,Adzuna,Not provided,Stellen für Hochschulabsolventen,,,,False
451,"Deine Chance: Datenmanagement Upskilling - SQL, Microsoft Azure & Power BI für den schnellen Wiedereinstieg",,5,218,20260720,Adzuna,full_time,Unknown,,,,False
452,Mitarbeiter Data & Analytics - Business Intelligence,,5,173,20260730,Adzuna,full_time,IT-Stellen,,,,False
453,Country Manager Germany,,5,269,20260501,Adzuna,Not provided,Unknown,,,,False
454,Senior SAP Signavio Process Expert/ Process Mining Expert- Lead Consultant,,5,270,20260721,Adzuna,full_time,Beraterstellen,,,,False
455,Solutions Engineer -Data/Graph,,5,271,20260605,Adzuna,Not provided,Unknown,,,,False
456,Revenue Analyst RMCC Europe,,5,272,20260801,Adzuna,Not provided,Unknown,,,,False
457,Snowflake Data Engineer (all genders),,5,258,20260716,Adzuna,full_time,Unknown,,,,False
458,"Analytical Consultant, Digital First",,5,227,20260716,Adzuna,Not provided,Unknown,,,,False
459,Working Student - Product Master Application - Asset Management,,5,273,20260724,Adzuna,Not provided,Unknown,,,,False
460,Senior / Principal Consultant* - Business Functional Analyst Reporting & MIS (Private Banking),,5,274,20260721,Adzuna,Not provided,Unknown,,,,False
461,Senior / Principal Consultant* – Business Functional Analyst Reporting & MIS (Private Banking),,5,275,20260625,Adzuna,Not provided,Beraterstellen,,,,False
462,Data Solution Architect,,5,273,20260729,Adzuna,Not provided,Unknown,,,,False
463,Data Analyst als Senior Consultant SAP Analytics Cloud & Power BI,,4,230,20260108,Adzuna,full_time,Unknown,,,,False
464,Staff Data Analyst (m/f/d),,4,276,20260730,Adzuna,Not provided,Technikerstellen,,,,False
465,Senior Data Analyst (m/f/d),,4,276,20260718,Adzuna,Not provided,Unknown,,,,False
466,Data Analyst HR (m/f/d),,4,276,20260429,Adzuna,full_time,Stellen aus Personal & Personalbeschaffung,65000.0,85000.0,75000.0,True
467,Senior Marketing Data Analyst (all genders),,4,5,20260716,Adzuna,Not provided,"Stellen aus PR, Werbung & Marketing",,,,False
468,Senior Marketing Data Analyst (all genders),,4,164,20260612,Adzuna,full_time,"Stellen aus PR, Werbung & Marketing",,,,False
469,Data Analyst Einkaufscontrolling,,4,277,20260717,Adzuna,part_time,Unknown,,,,False
470,Data Analyst & Anwendungsbetreuer im Controlling,,4,278,20260306,Adzuna,full_time,Unknown,,,,False
471,(Senior) Data Analyst - Finance Focus (m/f/d),,4,276,20260729,Adzuna,Not provided,Unknown,,,,False
472,Data Analyst - Power BI & IOT m/w/d,,4,279,20260704,Adzuna,Not provided,Unknown,,,,False
473,"Data Analyst | Facility Management m/w/d - Business Analysis, Datenbankentwicklung/BI, Ingenieur",,4,268,20260728,Adzuna,Not provided,Stellen für Hochschulabsolventen,,,,False
474,Senior Data Engineer (m/f/d),,4,276,20260707,Adzuna,Not provided,Unknown,,,,False
475,Senior HR Business Analyst,,4,280,20251001,Adzuna,Not provided,Unknown,,,,False
476,No-Code/ Low-Code - Specialist,,4,281,20260703,Adzuna,full_time,Unknown,,,,False
477,No-Code/ Low-Code - Specialist,,4,282,20260705,Adzuna,full_time,Unknown,,,,False
478,(Senior) Business Analyst (all genders) International,,4,283,20260310,Adzuna,part_time,Unknown,,,,False
479,Senior Product Designer,,4,276,20260716,Adzuna,Not provided,Unknown,,,,False
480,Senior Data Engineer,,4,256,20260724,Adzuna,full_time,Unknown,,,,False
481,Snowflake Data Engineer (all genders),,4,258,20260716,Adzuna,full_time,Unknown,,,,False
482,Senior Product Owner - Digital Ops (all genders),,4,284,20260720,Adzuna,full_time,Stellen aus Logistik & Lagerhaltung,,,,False
483,Python Developer - Fully Remote,,2,285,20260624,Adzuna,Not provided,Unknown,,,,False
484,Python Developer - Remote in Germany,,2,286,20260716,Adzuna,Not provided,IT-Stellen,93600.0,166400.0,130000.0,True
485,Python Developer / Data Scientist – Von Rohdaten zu echten Lösungen,,2,287,20260403,Adzuna,full_time,Unknown,,,,False
486,Python & PHP Developer (all genders) 32-35h/Woche,,2,288,20260512,Adzuna,full_time,IT-Stellen,,,,False
487,Senior Backend Developer Python - Conversario,,2,289,20260612,Adzuna,full_time,IT-Stellen,,,,False
488,AI Fullstack Engineer,,2,290,20260707,Adzuna,full_time,IT-Stellen,,,,False
489,Senior Python FastAPI Software Engineer,,2,291,20260729,Adzuna,full_time,Technikerstellen,169000.0,208000.0,188500.0,True
490,Senior Python Software Engineer,,2,292,20250407,Adzuna,full_time,IT-Stellen,,,,False
491,"Quantitative Developer, Systematic Power Trading",,2,293,20260709,Adzuna,full_time,IT-Stellen,,,,False
492,Senior Backend Entwickler,,2,294,20260723,Adzuna,full_time,Unknown,,,,False
493,Full Stack Engineer - Fully Remote,,2,285,20260624,Adzuna,Not provided,Unknown,,,,False
494,Senior Full Stack Developer,,2,285,20260701,Adzuna,Not provided,Unknown,,,,False
495,Principal Python Engineer,,2,295,20260127,Adzuna,Not provided,Technikerstellen,,,,False
496,"Senior Platform & Backend Engineer (Kubernetes, Python) (m/f/d)",,2,296,20260729,Adzuna,full_time,Unknown,72000.0,84000.0,78000.0,True
497,"Junior Backend Developer (Java / Python, Microservices)",,8,297,20260710,Adzuna,full_time,Unknown,,,,False
498,"Junior Full Stack Developer, Python  React (m/f/d)",,8,298,20260512,Adzuna,full_time,IT-Stellen,,,,False
499,Senior Data Engineer (F/M/D),,8,299,20260528,Adzuna,full_time,Technikerstellen,,,,False
500,Senior Embedded Linux Engineer (all genders) - Yocto · Python · IoT Edge,,8,300,20260710,Adzuna,full_time,IT-Stellen,,,,False
501,Working Student (m/f/d) – AI Engineering (On-site),,8,301,20260629,Adzuna,part_time,Unknown,,,,False
502,"Senior Solutions Architect, Infiniband and Networking Ethernet",,8,302,20260606,Adzuna,Not provided,Unknown,,,,False
503,(Senior) Robotics Testing and Applications Engineer (m/f/d),,8,303,20260728,Adzuna,full_time,Unknown,,,,False
504,Senior DevOps Engineer,,8,304,20260623,Adzuna,full_time,Unknown,,,,False
505,Senior DevOps Engineer,,8,305,20260603,Adzuna,full_time,Unknown,,,,False
